,Breast(C50)-Male age 0-85+,,,,,,age 0-4,,,,,age 5-9,,,,,age 10-14,,,,,age 15-19,,,,,age 20-24,,,,,age 25-29,,,,,age 30-34,,,,,age 35-39,,,,age 40-44,,,,,,age 45-49,,,,age 50-54,,,,,age 55-59,,,,,age 60-64,,,,,age 65-69,,,,,age 70-74,,,,,age 75-79,,,,,age 80-84,,,,,age 85+,,,,,
,,7040,150.7,190.8,0,0,1,0.2,0.2,0,0,2,0.3,0.3,0,0,1,0.1,0.1,0,0,6,0.8,0.8,0,0,23,3.6,3.6,0.01,0,93,35.5,35.7,0.18,0,275,100.2,101.2,0.5,0,563,205.2,206.6,1.03,0,821,342.8,345.2,1.74,0,1042,443.6,447.4,2.22,0,920,524.6,528.3,2.65,0,934,534.5,538.5,2.7,0,853,594.9,599.9,2.98,0,625,656.3,659.9,3.31,0,439,692.7,697.6,3.47,0,304,280.5,281.2,1.41,0,62,134.6,135.4,0.69,0,20,1413.4,1415.2,0,
Europe,Denmark (1963-1967),8277,69,49.1,..,Denmark (1963-1967),2,0.2,0.2,0,Denmark (1963-1967),0,0,0,0,Denmark (1963-1967),0,0,0,0,  Denmark (1963-1967),1,0.1,0.1,0,Denmark (1963-1967),4,0.4,0.4,0,Denmark (1963-1967),33,4.4,4.4,0.02,Denmark (1963-1967),93,13.2,13.2,0.07,Denmark (1963-1967),289,39.9,39.9,0.2,Denmark (1963-1967),659,84.8,84.8,0.42,Denmark (1963-1967),927,122.7,122.7,0.61,Denmark (1963-1967),905,119.9,119.9,0.6,Denmark (1963-1967),928,129.2,129.2,0.65,Denmark (1963-1967),982,154.5,154.5,0.77,Denmark (1963-1967),992,182.7,182.7,0.91,Denmark (1963-1967),897,215,215,1.08,Denmark (1963-1967),740,257.4,257.4,1.29,Denmark (1963-1967),825,..,..,..,Denmark (1963-1967),0,..,..,..,
Europe,  Finland (1966-1970),4959,41.2,32.9,..,  Finland (1966-1970),0,0,0,0,  Finland (1966-1970),0,0,0,0,  Finland (1966-1970),0,0,0,0,  Finland (1966-1970),1,0.1,0.1,0,  Finland (1966-1970),6,0.6,0.6,0,  Finland (1966-1970),29,3.7,3.7,0.02,  Finland (1966-1970),86,12.1,12.1,0.06,  Finland (1966-1970),227,31.3,31.3,0.16,  Finland (1966-1970),396,52.7,52.7,0.26,  Finland (1966-1970),605,84,84,0.42,  Finland (1966-1970),570,83.8,83.8,0.42,  Finland (1966-1970),683,96.6,96.6,0.48,  Finland (1966-1970),686,110,110,0.55,  Finland (1966-1970),608,122.6,122.6,0.61,  Finland (1966-1970),489,136.9,136.9,0.68,  Finland (1966-1970),326,145.6,145.6,0.73,  Finland (1966-1970),179,151.9,152,0.76,  Finland (1966-1970),67,135.6,135.6,..,
Europe,"  Germany, East (former GDR) (1968-1972)",24467,53.1,33.4,..,"  Germany, East (former GDR) (1968-1972)",0,0,0,0,"  Germany, East (former GDR) (1968-1972)",1,0,0,0,"  Germany, East (former GDR) (1968-1972)",0,0,0,0,"  Germany, East (former GDR) (1968-1972)",2,0.1,0.1,0,"  Germany, East (former GDR) (1968-1972)",14,0.6,0.6,0,"  Germany, East (former GDR) (1968-1972)",127,4.5,4.5,0.02,"  Germany, East (former GDR) (1968-1972)",393,12.2,12.2,0.06,"  Germany, East (former GDR) (1968-1972)",791,29.5,29.5,0.15,"  Germany, East (former GDR) (1968-1972)",1528,57.4,57.4,0.29,"  Germany, East (former GDR) (1968-1972)",2353,85.6,85.6,0.43,"  Germany, East (former GDR) (1968-1972)",1858,87.5,87.5,0.44,"  Germany, East (former GDR) (1968-1972)",3027,100,100,0.5,"  Germany, East (former GDR) (1968-1972)",3709,112.4,112.4,0.56,"  Germany, East (former GDR) (1968-1972)",3551,120.3,120.3,0.6,"  Germany, East (former GDR) (1968-1972)",3217,135.4,135.4,0.68,"  Germany, East (former GDR) (1968-1972)",2241,138.9,138.9,0.69,"  Germany, East (former GDR) (1968-1972)",1135,130.8,130.8,0.65,"  Germany, East (former GDR) (1968-1972)",520,134.3,134.3,..,
Europe,"  Germany, Hamburg (1969-1972)",3253,84.2,48.4,..,"  Germany, Hamburg (1969-1972)",0,0,0,0,"  Germany, Hamburg (1969-1972)",0,0,0,0,"  Germany, Hamburg (1969-1972)",0,0,0,0,"  Germany, Hamburg (1969-1972)",0,0,0,0,"  Germany, Hamburg (1969-1972)",3,1.4,1.4,0.01,"  Germany, Hamburg (1969-1972)",20,7.4,7.4,0.04,"  Germany, Hamburg (1969-1972)",50,17.1,17.1,0.09,"  Germany, Hamburg (1969-1972)",109,49.5,49.5,0.25,"  Germany, Hamburg (1969-1972)",179,75.8,75.8,0.38,"  Germany, Hamburg (1969-1972)",338,124,124,0.62,"  Germany, Hamburg (1969-1972)",280,145.6,145.6,0.73,"  Germany, Hamburg (1969-1972)",350,121,121,0.61,"  Germany, Hamburg (1969-1972)",462,155.4,155.4,0.78,"  Germany, Hamburg (1969-1972)",470,181.4,181.4,0.91,"  Germany, Hamburg (1969-1972)",407,186.2,186.2,0.93,"  Germany, Hamburg (1969-1972)",313,200,200,1,"  Germany, Hamburg (1969-1972)",173,207.1,207.1,1.04,"  Germany, Hamburg (1969-1972)",99,239.8,239.8,..,
Europe,"  Germany, Saarland (1968-1972)",2128,72.5,50.6,..,"  Germany, Saarland (1968-1972)",0,0,0,0,"  Germany, Saarland (1968-1972)",1,0.4,0.4,0,"  Germany, Saarland (1968-1972)",1,0.4,0.4,0,"  Germany, Saarland (1968-1972)",2,0.9,0.9,0,"  Germany, Saarland (1968-1972)",4,2.5,2.5,0.01,"  Germany, Saarland (1968-1972)",7,4.1,4.1,0.02,"  Germany, Saarland (1968-1972)",43,19.4,19.4,0.1,"  Germany, Saarland (1968-1972)",69,39,39,0.2,"  Germany, Saarland (1968-1972)",156,82.4,82.4,0.41,"  Germany, Saarland (1968-1972)",257,119.8,119.8,0.6,"  Germany, Saarland (1968-1972)",207,155,155,0.78,"  Germany, Saarland (1968-1972)",256,131.7,131.7,0.66,"  Germany, Saarland (1968-1972)",340,175.8,175.8,0.88,"  Germany, Saarland (1968-1972)",282,177.2,177.2,0.89,"  Germany, Saarland (1968-1972)",237,210.4,210.4,1.05,"  Germany, Saarland (1968-1972)",156,228.7,228.7,1.14,"  Germany, Saarland (1968-1972)",73,220.4,220.4,1.1,"  Germany, Saarland (1968-1972)",37,260.4,260.4,..,
Europe,"  Hungary, County Szabolcs-Szatmar (1969-1971)",204,22.7,19.8,..,"  Hungary, County Szabolcs-Szatmar (1969-1971)",0,0,0,0,"  Hungary, County Szabolcs-Szatmar (1969-1971)",0,0,0,0,"  Hungary, County Szabolcs-Szatmar (1969-1971)",0,0,0,0,"  Hungary, County Szabolcs-Szatmar (1969-1971)",0,0,0,0,"  Hungary, County Szabolcs-Szatmar (1969-1971)",0,0,0,0,"  Hungary, County Szabolcs-Szatmar (1969-1971)",3,5.5,5.5,0.03,"  Hungary, County Szabolcs-Szatmar (1969-1971)",9,15.9,15.9,0.08,"  Hungary, County Szabolcs-Szatmar (1969-1971)",11,18.3,18.3,0.09,"  Hungary, County Szabolcs-Szatmar (1969-1971)",17,27.8,27.8,0.14,"  Hungary, County Szabolcs-Szatmar (1969-1971)",40,64.5,64.5,0.32,"  Hungary, County Szabolcs-Szatmar (1969-1971)",28,84.7,84.7,0.42,"  Hungary, County Szabolcs-Szatmar (1969-1971)",13,25.8,25.8,0.13,"  Hungary, County Szabolcs-Szatmar (1969-1971)",21,49.1,49.1,0.25,"  Hungary, County Szabolcs-Szatmar (1969-1971)",27,74.5,74.5,0.37,"  Hungary, County Szabolcs-Szatmar (1969-1971)",20,72.1,72.1,0.36,"  Hungary, County Szabolcs-Szatmar (1969-1971)",13,73.5,73.5,0.37,"  Hungary, County Szabolcs-Szatmar (1969-1971)",2,..,..,..,"  Hungary, County Szabolcs-Szatmar (1969-1971)",0,..,..,..,
Europe,"  Hungary, County Vas (1968-1972)",282,39.4,28.3,..,"  Hungary, County Vas (1968-1972)",0,0,0,0,"  Hungary, County Vas (1968-1972)",0,0,0,0,"  Hungary, County Vas (1968-1972)",0,0,0,0,"  Hungary, County Vas (1968-1972)",0,0,0,0,"  Hungary, County Vas (1968-1972)",0,0,0,0,"  Hungary, County Vas (1968-1972)",2,4.4,4.4,0.02,"  Hungary, County Vas (1968-1972)",7,16.5,16.5,0.08,"  Hungary, County Vas (1968-1972)",11,23.8,23.8,0.12,"  Hungary, County Vas (1968-1972)",22,44.6,44.6,0.22,"  Hungary, County Vas (1968-1972)",31,59.1,59.1,0.3,"  Hungary, County Vas (1968-1972)",35,115.6,115.6,0.58,"  Hungary, County Vas (1968-1972)",39,83.4,83.4,0.42,"  Hungary, County Vas (1968-1972)",28,62.9,62.9,0.31,"  Hungary, County Vas (1968-1972)",36,95.3,95.3,0.48,"  Hungary, County Vas (1968-1972)",44,148.2,148.2,0.74,"  Hungary, County Vas (1968-1972)",14,85.2,85.2,0.43,"  Hungary, County Vas (1968-1972)",13,..,..,..,"  Hungary, County Vas (1968-1972)",0,..,..,..,
Europe,  Iceland (1964-1972),459,51.6,49.5,..,  Iceland (1964-1972),0,0,0,0,  Iceland (1964-1972),0,0,0,0,  Iceland (1964-1972),0,0,0,0,  Iceland (1964-1972),0,0,0,0,  Iceland (1964-1972),2,2.9,2.9,0.01,  Iceland (1964-1972),6,10.8,10.8,0.05,  Iceland (1964-1972),12,23.8,23.8,0.12,  Iceland (1964-1972),25,48.9,48.9,0.24,  Iceland (1964-1972),39,80.1,80.1,0.4,  Iceland (1964-1972),51,114.5,114.5,0.57,  Iceland (1964-1972),55,136.5,136.5,0.68,  Iceland (1964-1972),62,170.6,170.6,0.85,  Iceland (1964-1972),36,112.7,112.7,0.56,  Iceland (1964-1972),63,227.1,227.1,1.14,  Iceland (1964-1972),34,143.4,143.4,0.72,  Iceland (1964-1972),34,197.6,197.6,0.99,  Iceland (1964-1972),24,248.3,248.3,1.24,  Iceland (1964-1972),16,266.1,266.1,..,
Europe,  Malta (1969-1972),295,43.4,39.6,..,  Malta (1969-1972),0,0,0,0,  Malta (1969-1972),0,0,0,0,  Malta (1969-1972),0,0,0,0,  Malta (1969-1972),0,0,0,0,  Malta (1969-1972),1,1.5,1.5,0.01,  Malta (1969-1972),1,1.9,1.9,0.01,  Malta (1969-1972),8,18.1,18.1,0.09,  Malta (1969-1972),16,38.1,38.1,0.19,  Malta (1969-1972),16,40.1,40.1,0.2,  Malta (1969-1972),32,86.4,86.4,0.43,  Malta (1969-1972),33,105.6,105.6,0.53,  Malta (1969-1972),44,159.6,159.6,0.8,  Malta (1969-1972),56,185.6,185.6,0.93,  Malta (1969-1972),35,135.5,135.5,0.68,  Malta (1969-1972),21,113.8,113.8,0.57,  Malta (1969-1972),15,122.2,122.2,0.61,  Malta (1969-1972),12,197.2,197.2,0.99,  Malta (1969-1972),5,154.7,154.7,..,
Europe,  Norway (1968-1972),6332,64.8,44.4,..,  Norway (1968-1972),0,0,0,0,  Norway (1968-1972),0,0,0,0,  Norway (1968-1972),0,0,0,0,  Norway (1968-1972),1,0.1,0.1,0,  Norway (1968-1972),6,0.8,0.8,0,  Norway (1968-1972),22,3.5,3.5,0.02,  Norway (1968-1972),81,15.9,15.9,0.08,  Norway (1968-1972),169,34.9,34.9,0.17,  Norway (1968-1972),421,77.7,77.7,0.39,  Norway (1968-1972),718,115.5,115.5,0.58,  Norway (1968-1972),724,115.2,115.2,0.58,  Norway (1968-1972),767,130.8,130.8,0.65,  Norway (1968-1972),779,144.8,144.8,0.72,  Norway (1968-1972),740,154.3,154.3,0.77,  Norway (1968-1972),739,184.5,184.5,0.92,  Norway (1968-1972),573,204.5,204.5,1.02,  Norway (1968-1972),374,230.3,230.3,1.15,  Norway (1968-1972),218,216.6,216.6,..,
Europe,"  Poland, Cieszyn and Nowy Sacz (1968-1972)",179,20.9,18.5,..,"  Poland, Cieszyn and Nowy Sacz (1968-1972)",0,0,0,0,"  Poland, Cieszyn and Nowy Sacz (1968-1972)",0,0,0,0,"  Poland, Cieszyn and Nowy Sacz (1968-1972)",0,0,0,0,"  Poland, Cieszyn and Nowy Sacz (1968-1972)",0,0,0,0,"  Poland, Cieszyn and Nowy Sacz (1968-1972)",0,0,0,0,"  Poland, Cieszyn and Nowy Sacz (1968-1972)",1,2.1,2.1,0.01,"  Poland, Cieszyn and Nowy Sacz (1968-1972)",4,7.5,7.5,0.04,"  Poland, Cieszyn and Nowy Sacz (1968-1972)",6,11.2,11.2,0.06,"  Poland, Cieszyn and Nowy Sacz (1968-1972)",14,27,27,0.14,"  Poland, Cieszyn and Nowy Sacz (1968-1972)",28,55.4,55.4,0.28,"  Poland, Cieszyn and Nowy Sacz (1968-1972)",17,52.6,52.6,0.26,"  Poland, Cieszyn and Nowy Sacz (1968-1972)",30,71.1,71.1,0.36,"  Poland, Cieszyn and Nowy Sacz (1968-1972)",32,75.3,75.3,0.38,"  Poland, Cieszyn and Nowy Sacz (1968-1972)",25,70.3,70.3,0.35,"  Poland, Cieszyn and Nowy Sacz (1968-1972)",22,..,..,..,"  Poland, Cieszyn and Nowy Sacz (1968-1972)",0,..,..,..,"  Poland, Cieszyn and Nowy Sacz (1968-1972)",0,..,..,..,"  Poland, Cieszyn and Nowy Sacz (1968-1972)",0,..,..,..,
Europe,"  Poland, Cracow City and District (1968-1972)",1547,23.3,19.6,..,"  Poland, Cracow City and District (1968-1972)",0,0,0,0,"  Poland, Cracow City and District (1968-1972)",0,0,0,0,"  Poland, Cracow City and District (1968-1972)",0,0,0,0,"  Poland, Cracow City and District (1968-1972)",1,0.2,0.2,0,"  Poland, Cracow City and District (1968-1972)",6,1.1,1.1,0.01,"  Poland, Cracow City and District (1968-1972)",7,1.8,1.8,0.01,"  Poland, Cracow City and District (1968-1972)",27,6.3,6.3,0.03,"  Poland, Cracow City and District (1968-1972)",76,16.7,16.7,0.08,"  Poland, Cracow City and District (1968-1972)",147,32.8,32.9,0.16,"  Poland, Cracow City and District (1968-1972)",216,52.2,52.3,0.26,"  Poland, Cracow City and District (1968-1972)",178,65.9,66,0.33,"  Poland, Cracow City and District (1968-1972)",198,58.5,58.6,0.29,"  Poland, Cracow City and District (1968-1972)",237,69.5,69.6,0.35,"  Poland, Cracow City and District (1968-1972)",172,59.6,59.7,0.3,"  Poland, Cracow City and District (1968-1972)",280,..,..,..,"  Poland, Cracow City and District (1968-1972)",0,..,..,..,"  Poland, Cracow City and District (1968-1972)",0,..,..,..,"  Poland, Cracow City and District (1968-1972)",0,..,..,..,
Europe,"  Poland, Katowice District (1970-1972)",1516,27.9,23.2,..,"  Poland, Katowice District (1970-1972)",0,0,0,0,"  Poland, Katowice District (1970-1972)",0,0,0,0,"  Poland, Katowice District (1970-1972)",0,0,0,0,"  Poland, Katowice District (1970-1972)",1,0.2,0.2,0,"  Poland, Katowice District (1970-1972)",2,0.4,0.4,0,"  Poland, Katowice District (1970-1972)",9,2.4,2.4,0.01,"  Poland, Katowice District (1970-1972)",31,7.7,7.7,0.04,"  Poland, Katowice District (1970-1972)",80,21,21,0.11,"  Poland, Katowice District (1970-1972)",161,43.8,43.8,0.22,"  Poland, Katowice District (1970-1972)",213,60.4,60.4,0.3,"  Poland, Katowice District (1970-1972)",185,80.7,80.7,0.4,"  Poland, Katowice District (1970-1972)",190,64.4,64.4,0.32,"  Poland, Katowice District (1970-1972)",240,84.3,84.3,0.42,"  Poland, Katowice District (1970-1972)",156,68.1,68.1,0.34,"  Poland, Katowice District (1970-1972)",119,73.5,73.5,0.37,"  Poland, Katowice District (1970-1972)",74,75.6,75.6,0.38,"  Poland, Katowice District (1970-1972)",36,72.2,72.2,0.36,"  Poland, Katowice District (1970-1972)",19,83.3,83.3,..,
Europe,"  Poland, Warsaw City (1968-1972)",1567,44.7,31.5,..,"  Poland, Warsaw City (1968-1972)",0,0,0,0,"  Poland, Warsaw City (1968-1972)",0,0,0,0,"  Poland, Warsaw City (1968-1972)",0,0,0,0,"  Poland, Warsaw City (1968-1972)",0,0,0,0,"  Poland, Warsaw City (1968-1972)",2,0.7,0.7,0,"  Poland, Warsaw City (1968-1972)",8,3.6,3.6,0.02,"  Poland, Warsaw City (1968-1972)",26,10.1,10.1,0.05,"  Poland, Warsaw City (1968-1972)",73,24.7,24.7,0.12,"  Poland, Warsaw City (1968-1972)",143,48.8,48.8,0.24,"  Poland, Warsaw City (1968-1972)",192,77.3,77.3,0.39,"  Poland, Warsaw City (1968-1972)",152,91,91,0.46,"  Poland, Warsaw City (1968-1972)",236,116.1,116.1,0.58,"  Poland, Warsaw City (1968-1972)",219,106.1,106.1,0.53,"  Poland, Warsaw City (1968-1972)",192,112.6,112.6,0.56,"  Poland, Warsaw City (1968-1972)",158,124,124,0.62,"  Poland, Warsaw City (1968-1972)",83,103.8,103.8,0.52,"  Poland, Warsaw City (1968-1972)",59,131.3,131.3,0.66,"  Poland, Warsaw City (1968-1972)",24,99.2,99.2,..,
Europe,"  Poland, Warsaw Rural Areas (1968-1972)",235,17.6,15.3,..,"  Poland, Warsaw Rural Areas (1968-1972)",0,0,0,0,"  Poland, Warsaw Rural Areas (1968-1972)",0,0,0,0,"  Poland, Warsaw Rural Areas (1968-1972)",0,0,0,0,"  Poland, Warsaw Rural Areas (1968-1972)",0,0,0,0,"  Poland, Warsaw Rural Areas (1968-1972)",1,0.9,0.9,0,"  Poland, Warsaw Rural Areas (1968-1972)",1,1.3,1.3,0.01,"  Poland, Warsaw Rural Areas (1968-1972)",6,7.5,7.5,0.04,"  Poland, Warsaw Rural Areas (1968-1972)",11,13,13,0.07,"  Poland, Warsaw Rural Areas (1968-1972)",30,34.5,34.5,0.17,"  Poland, Warsaw Rural Areas (1968-1972)",33,43.3,43.3,0.22,"  Poland, Warsaw Rural Areas (1968-1972)",27,44.2,44.2,0.22,"  Poland, Warsaw Rural Areas (1968-1972)",35,50.4,50.4,0.25,"  Poland, Warsaw Rural Areas (1968-1972)",30,46.7,46.7,0.23,"  Poland, Warsaw Rural Areas (1968-1972)",25,47.9,47.9,0.24,"  Poland, Warsaw Rural Areas (1968-1972)",18,45.4,45.4,0.23,"  Poland, Warsaw Rural Areas (1968-1972)",11,44.8,44.8,0.22,"  Poland, Warsaw Rural Areas (1968-1972)",5,34.9,34.9,0.17,"  Poland, Warsaw Rural Areas (1968-1972)",2,32.1,32.1,..,
Europe,"  Romania, County Timis (1970-1972)",418,42,29.3,..,"  Romania, County Timis (1970-1972)",0,0,0,0,"  Romania, County Timis (1970-1972)",0,0,0,0,"  Romania, County Timis (1970-1972)",0,0,0,0,"  Romania, County Timis (1970-1972)",1,1.4,1.4,0.01,"  Romania, County Timis (1970-1972)",0,0,0,0,"  Romania, County Timis (1970-1972)",4,6.2,6.2,0.03,"  Romania, County Timis (1970-1972)",8,11.6,11.6,0.06,"  Romania, County Timis (1970-1972)",14,19.7,19.7,0.1,"  Romania, County Timis (1970-1972)",50,65.1,65.1,0.33,"  Romania, County Timis (1970-1972)",54,73.3,73.3,0.37,"  Romania, County Timis (1970-1972)",56,85.5,85.5,0.43,"  Romania, County Timis (1970-1972)",49,110.4,110.4,0.55,"  Romania, County Timis (1970-1972)",53,84.5,84.5,0.42,"  Romania, County Timis (1970-1972)",48,90.2,90.2,0.45,"  Romania, County Timis (1970-1972)",40,97,97,0.48,"  Romania, County Timis (1970-1972)",26,93.9,93.9,0.47,"  Romania, County Timis (1970-1972)",9,70.3,70.3,0.35,"  Romania, County Timis (1970-1972)",6,91.7,91.7,..,
Europe,  Slovenia (1968-1972),1617,36.4,28.3,..,  Slovenia (1968-1972),0,0,0,0,  Slovenia (1968-1972),0,0,0,0,  Slovenia (1968-1972),0,0,0,0,  Slovenia (1968-1972),1,0.3,0.3,0,  Slovenia (1968-1972),2,0.6,0.6,0,  Slovenia (1968-1972),12,4.2,4.2,0.02,  Slovenia (1968-1972),36,12,12,0.06,  Slovenia (1968-1972),88,27.7,27.7,0.14,  Slovenia (1968-1972),196,60.6,60.6,0.3,  Slovenia (1968-1972),223,73.2,73.2,0.37,  Slovenia (1968-1972),137,75.3,75.3,0.38,  Slovenia (1968-1972),220,93.7,93.7,0.47,  Slovenia (1968-1972),181,75.6,75.6,0.38,  Slovenia (1968-1972),182,90,90,0.45,  Slovenia (1968-1972),174,109.9,109.9,0.55,  Slovenia (1968-1972),81,91.3,91.3,0.46,  Slovenia (1968-1972),63,138.4,138.4,0.69,  Slovenia (1968-1972),21,96.4,96.4,..,
Europe,"  Spain, Zaragoza (1968-1972)",766,39.7,30.6,..,"  Spain, Zaragoza (1968-1972)",0,0,0,0,"  Spain, Zaragoza (1968-1972)",0,0,0,0,"  Spain, Zaragoza (1968-1972)",0,0,0,0,"  Spain, Zaragoza (1968-1972)",0,0,0,0,"  Spain, Zaragoza (1968-1972)",6,4.2,4.3,0.02,"  Spain, Zaragoza (1968-1972)",8,6.4,6.6,0.03,"  Spain, Zaragoza (1968-1972)",22,19.7,20,0.1,"  Spain, Zaragoza (1968-1972)",52,37.8,38.5,0.19,"  Spain, Zaragoza (1968-1972)",77,56.5,57.6,0.29,"  Spain, Zaragoza (1968-1972)",132,97.5,99.4,0.5,"  Spain, Zaragoza (1968-1972)",92,80.1,81.6,0.41,"  Spain, Zaragoza (1968-1972)",97,90.1,91.8,0.46,"  Spain, Zaragoza (1968-1972)",80,84.6,86.2,0.43,"  Spain, Zaragoza (1968-1972)",70,81.2,82.7,0.41,"  Spain, Zaragoza (1968-1972)",50,78.1,79.5,0.4,"  Spain, Zaragoza (1968-1972)",37,85.3,86.9,0.43,"  Spain, Zaragoza (1968-1972)",17,63.8,65,0.32,"  Spain, Zaragoza (1968-1972)",12,74.8,76.2,..,
Europe,  Sweden (1966-1970),16349,82.5,52.4,..,  Sweden (1966-1970),0,0,0,0,  Sweden (1966-1970),0,0,0,0,  Sweden (1966-1970),0,0,0,0,  Sweden (1966-1970),5,0.3,0.3,0,  Sweden (1966-1970),16,1,1,0.01,  Sweden (1966-1970),39,2.9,2.9,0.01,  Sweden (1966-1970),156,13.7,13.7,0.07,  Sweden (1966-1970),434,38.3,38.3,0.19,  Sweden (1966-1970),1021,81.9,81.9,0.41,  Sweden (1966-1970),1736,131.9,131.9,0.66,  Sweden (1966-1970),1684,129.2,129.2,0.65,  Sweden (1966-1970),1864,146.2,146.2,0.73,  Sweden (1966-1970),1975,167.5,167.5,0.84,  Sweden (1966-1970),2022,200.2,200.2,1,  Sweden (1966-1970),1972,243.5,243.5,1.22,  Sweden (1966-1970),1620,279,279,1.4,  Sweden (1966-1970),1164,343.8,343.8,1.72,  Sweden (1966-1970),641,336.6,336.6,..,
Europe,"  Switzerland, Geneva (1970-1972)",525,100.3,70.6,..,"  Switzerland, Geneva (1970-1972)",0,0,0,0,"  Switzerland, Geneva (1970-1972)",0,0,0,0,"  Switzerland, Geneva (1970-1972)",0,0,0,0,"  Switzerland, Geneva (1970-1972)",0,0,0,0,"  Switzerland, Geneva (1970-1972)",0,0,0,0,"  Switzerland, Geneva (1970-1972)",7,13.8,13.8,0.07,"  Switzerland, Geneva (1970-1972)",10,23.2,23.2,0.12,"  Switzerland, Geneva (1970-1972)",15,38.5,38.5,0.19,"  Switzerland, Geneva (1970-1972)",45,122.9,122.9,0.61,"  Switzerland, Geneva (1970-1972)",67,199.8,199.8,1,"  Switzerland, Geneva (1970-1972)",57,211.1,211.1,1.06,"  Switzerland, Geneva (1970-1972)",48,181.4,181.4,0.91,"  Switzerland, Geneva (1970-1972)",64,233.9,233.9,1.17,"  Switzerland, Geneva (1970-1972)",58,236.2,236.2,1.18,"  Switzerland, Geneva (1970-1972)",50,249,249,1.24,"  Switzerland, Geneva (1970-1972)",56,375.3,375.3,1.88,"  Switzerland, Geneva (1970-1972)",29,330.7,330.7,1.65,"  Switzerland, Geneva (1970-1972)",19,357,357,..,
Europe,"  UK, England, Mersey (1968-1972)",5512,74.6,50.8,..,"  UK, England, Mersey (1968-1972)",1,0.2,0.2,0,"  UK, England, Mersey (1968-1972)",1,0.2,0.2,0,"  UK, England, Mersey (1968-1972)",1,0.2,0.2,0,"  UK, England, Mersey (1968-1972)",4,0.8,0.8,0,"  UK, England, Mersey (1968-1972)",3,0.6,0.6,0,"  UK, England, Mersey (1968-1972)",29,6.8,6.8,0.03,"  UK, England, Mersey (1968-1972)",103,25.4,25.4,0.13,"  UK, England, Mersey (1968-1972)",191,48,48,0.24,"  UK, England, Mersey (1968-1972)",415,97.1,97.1,0.49,"  UK, England, Mersey (1968-1972)",634,139.9,139.9,0.7,"  UK, England, Mersey (1968-1972)",568,132.5,132.5,0.66,"  UK, England, Mersey (1968-1972)",639,141.6,141.6,0.71,"  UK, England, Mersey (1968-1972)",658,148.7,148.7,0.74,"  UK, England, Mersey (1968-1972)",639,161.7,161.7,0.81,"  UK, England, Mersey (1968-1972)",596,185.2,185.2,0.93,"  UK, England, Mersey (1968-1972)",431,191.9,191.9,0.96,"  UK, England, Mersey (1968-1972)",335,241.4,241.4,1.21,"  UK, England, Mersey (1968-1972)",264,306.8,306.8,..,
Europe,"  UK, England, Oxford Region (1968-1972)",3730,74.2,54.5,..,"  UK, England, Oxford Region (1968-1972)",0,0,0,0,"  UK, England, Oxford Region (1968-1972)",0,0,0,0,"  UK, England, Oxford Region (1968-1972)",0,0,0,0,"  UK, England, Oxford Region (1968-1972)",1,0.3,0.3,0,"  UK, England, Oxford Region (1968-1972)",6,1.6,1.6,0.01,"  UK, England, Oxford Region (1968-1972)",20,5.5,5.6,0.03,"  UK, England, Oxford Region (1968-1972)",72,23.2,23.2,0.12,"  UK, England, Oxford Region (1968-1972)",141,47.8,47.9,0.24,"  UK, England, Oxford Region (1968-1972)",289,98.5,98.7,0.49,"  UK, England, Oxford Region (1968-1972)",412,136.9,137.1,0.69,"  UK, England, Oxford Region (1968-1972)",390,144.4,144.7,0.72,"  UK, England, Oxford Region (1968-1972)",457,169.9,170.2,0.85,"  UK, England, Oxford Region (1968-1972)",456,176.4,176.7,0.88,"  UK, England, Oxford Region (1968-1972)",416,184.1,184.4,0.92,"  UK, England, Oxford Region (1968-1972)",367,199.5,199.8,1,"  UK, England, Oxford Region (1968-1972)",292,216.3,216.7,1.08,"  UK, England, Oxford Region (1968-1972)",215,237.6,238,1.19,"  UK, England, Oxford Region (1968-1972)",189,304.8,305.4,..,
Europe,"  UK, England, South Thames Region (1963-1966)",14449,73.9,51.4,..,"  UK, England, South Thames Region (1963-1966)",1,0.1,0.1,0,"  UK, England, South Thames Region (1963-1966)",0,0,0,0,"  UK, England, South Thames Region (1963-1966)",0,0,0,0,"  UK, England, South Thames Region (1963-1966)",5,0.4,0.4,0,"  UK, England, South Thames Region (1963-1966)",8,0.7,0.7,0,"  UK, England, South Thames Region (1963-1966)",57,5.3,5.3,0.03,"  UK, England, South Thames Region (1963-1966)",170,16.4,16.4,0.08,"  UK, England, South Thames Region (1963-1966)",472,43.2,43.2,0.22,"  UK, England, South Thames Region (1963-1966)",1053,86.7,86.7,0.43,"  UK, England, South Thames Region (1963-1966)",1416,126.6,126.6,0.63,"  UK, England, South Thames Region (1963-1966)",1628,133.9,133.9,0.67,"  UK, England, South Thames Region (1963-1966)",1762,150.9,150.9,0.75,"  UK, England, South Thames Region (1963-1966)",1883,179.5,179.5,0.9,"  UK, England, South Thames Region (1963-1966)",1633,181.1,181.1,0.91,"  UK, England, South Thames Region (1963-1966)",1491,200.1,200.1,1,"  UK, England, South Thames Region (1963-1966)",1343,239.5,239.5,1.2,"  UK, England, South Thames Region (1963-1966)",895,257.5,257.5,1.29,"  UK, England, South Thames Region (1963-1966)",632,302.7,302.7,..,
